,c,cell,captureStatus,cellline,plate,platerow,ngeneson,obstime,S.hat,capture,capture.orig,prior1,prior,prior3,xyz
181,181,5,PC34C,s,PC3,12,C,0.7391304348,2,0.064263817101477,2,2,2.24166666666667,3.21666666666667,3.25833333333333
182,182,5,PC34D,s,PC3,12,D,0.7154150198,2,0.039504438160807,2,2,1.44166666666667,1.76666666666667,2.56666666666667
183,183,5,PC34E,s,PC3,12,E,0.6798418972,2,0.017273993821913,2,2,2.94166666666667,0.85,1.18333333333333
184,184,5,PC34F,s,PC3,12,F,0.6956521739,2,0.022676408015144,2,2,0.841666666666667,1.64166666666667,1.84166666666667
185,185,5,PC34G,s,PC3,12,G,0.5889328063,2,-0.063706234965503,2,2,2.3,1.95,1.76666666666667
186,186,5,PC35A,g2/m,PC3,13,A,0.7628458498,3,0.069459244030572,3,3,1.95,0.508333333333333,2.25
187,187,5,PC35B,g2/m,PC3,13,B,0.9565217391,3,0.113906526054666,3,3,0.6,3.225,3.21666666666667
188,188,5,PC35C,g2/m,PC3,13,C,0.8774703557,3,0.073903195758608,3,3,1.4,2.38333333333333,1.4
189,189,5,PC35D,g2/m,PC3,13,D,0.6205533597,3,0.033150544267391,3,3,2.625,1.95833333333333,3.25
190,190,5,PC35E,g2/m,PC3,13,E,0.9604743083,3,0.114972799813474,3,3,1.48333333333333,3.25833333333333,2.25833333333333
191,191,5,PC35G,g2/m,PC3,13,G,0.6126482213,3,-0.016662323247726,3,3,1.15,1.475,1.40833333333333
192,192,5,PC36A,g2/m,PC3,14,A,0.9565217391,3,0.109030950275379,3,3,2.875,1.8,1.16666666666667
193,193,5,PC36B,g2/m,PC3,14,B,0.6324110672,3,0.020783981543347,3,3,1.18333333333333,2.075,1.475
194,194,5,PC36C,g2/m,PC3,14,C,0.7944664032,3,0.108187792840802,3,3,3.24166666666667,2.58333333333333,2.29166666666667
195,195,5,PC36D,g2/m,PC3,14,D,0.7865612648,3,0.088957872228125,3,3,2.33333333333333,3.25,1.29166666666667
196,196,5,PC36E,g2/m,PC3,14,E,0.837944664,3,0.123173678441265,3,3,2.49166666666667,0.875,1.95833333333333
197,197,5,PC36F,g2/m,PC3,14,F,0.7391304348,3,0.068023973641638,3,3,1.64166666666667,2.275,0.875
198,198,5,PC36G,g2/m,PC3,14,G,0.8932806324,3,0.095422545849403,3,3,2.93333333333333,2.25833333333333,3.225
199,199,5,PC3AC,g0/g1,PC3,15,C,0.7628458498,1,0.073736664934484,1,1,1.8,2.25,2.96666666666667
200,200,5,PC3AD,g0/g1,PC3,15,D,0.6916996047,1,0.052910478022792,1,1,2.5,0.516666666666667,2.60833333333333
201,201,5,PC3AE,g0/g1,PC3,15,E,0.7509881423,1,0.07858421512926,1,1,1.39166666666667,1.4,2.275
202,202,5,PC3AF,s,PC3,15,F,0.743083004,2,0.049847099856218,2,2,2.25833333333333,1.16666666666667,0.566666666666667
203,203,5,PC3AG,s,PC3,15,G,0.743083004,2,0.063600384299298,2,2,2.38333333333333,2.29166666666667,2.5
204,204,5,PC3BB,g0/g1,PC3,16,B,0.7351778656,1,0.071565687285258,1,1,0.525,1.40833333333333,1.675
205,205,5,PC3BC,g0/g1,PC3,16,C,0.5652173913,1,-0.056983141774908,1,1,2.59166666666667,1.675,1.8
206,206,5,PC3BD,g0/g1,PC3,16,D,0.3003952569,1,-0.167577850221369,1,1,1.59166666666667,0.566666666666667,1.46666666666667
207,207,5,PC3BE,g0/g1,PC3,16,E,0.5691699605,1,-0.065916514034205,1,1,0.508333333333333,0.575,2.575
208,208,5,PC3BF,s,PC3,16,F,0.4664031621,2,-0.145759980254666,2,2,2.23333333333333,2.575,0.575
209,209,5,PC3BG,s,PC3,16,G,0.7272727273,2,0.039469582300749,2,2,1.49166666666667,1.46666666666667,0.516666666666667
210,210,6,PC33A,s,PC3,11,A,0.9446640316,2,0.088724875071989,2,2,0.616666666666667,2.31666666666667,2
211,211,6,PC33B,s,PC3,11,B,0.9288537549,2,0.052696421102876,2,2,0.733333333333333,0.6,2.89166666666667
212,212,6,PC33D,s,PC3,11,D,0.7470355731,2,0.040224381877001,2,2,1.425,2.96666666666667,1.63333333333333
213,213,6,PC33E,s,PC3,11,E,0.7154150198,2,-0.01960836521022,2,2,0.9,3.29166666666667,1.98333333333333
214,214,6,PC33F,s,PC3,11,F,0.790513834,2,0.064615482686174,2,2,1.31666666666667,1.98333333333333,0.6
215,215,6,PC33G,s,PC3,11,G,0.7747035573,2,0.062903759587097,2,2,0.816666666666667,2.5,1.49166666666667
216,216,6,PC34A,s,PC3,12,A,0.6996047431,2,0.034854208747446,2,2,0.541666666666667,2.60833333333333,2.88333333333333
217,217,6,PC34B,s,PC3,12,B,0.9407114625,2,0.08947657925134,2,2,2.55833333333333,2.00833333333333,3.29166666666667
218,218,6,PC34C,s,PC3,12,C,0.9288537549,2,0.077564139779063,2,2,1.725,1.63333333333333,1.93333333333333
219,219,6,PC34D,s,PC3,12,D,0.6600790514,2,-0.016544017671863,2,2,3.20833333333333,2,2.00833333333333
220,220,6,PC34E,s,PC3,12,E,0.7114624506,2,0.013637189666501,2,2,2.66666666666667,2.89166666666667,2.31666666666667
221,221,6,PC34F,s,PC3,12,F,0.9604743083,2,0.116934047555129,2,2,3.35833333333333,1.94166666666667,1.74166666666667
222,222,6,PC34G,s,PC3,12,G,0.5849802372,2,-0.090668488637986,2,2,2.29166666666667,2.88333333333333,0.558333333333333
223,223,6,PC35B,g2/m,PC3,13,B,0.9723320158,3,0.127325240587708,3,3,2.63333333333333,2.025,2.025
224,224,6,PC35C,g2/m,PC3,13,C,0.9486166008,3,0.105228030444923,3,3,2.225,1.93333333333333,1.45833333333333
225,225,6,PC35D,g2/m,PC3,13,D,0.7312252964,3,0.057804752105046,3,3,2.90833333333333,1.74166666666667,0.533333333333333
226,226,6,PC35E,g2/m,PC3,13,E,0.9446640316,3,0.099338192539039,3,3,2.975,0.558333333333333,0.808333333333333
227,227,6,PC35F,g2/m,PC3,13,F,0.7154150198,3,0.029049641724424,3,3,3.3,1.45833333333333,2.28333333333333
228,228,6,PC35G,g2/m,PC3,13,G,0.7075098814,3,0.044856341895396,3,3,0.858333333333333,1.49166666666667,1.15833333333333
229,229,6,PC36A,g2/m,PC3,14,A,0.8577075099,3,0.097075099812897,3,3,1.71666666666667,0.591666666666667,0.833333333333333
230,230,6,PC36C,g2/m,PC3,14,C,0.976284585,3,0.126417506273547,3,3,2.175,2.28333333333333,1.94166666666667
231,231,6,PC36D,g2/m,PC3,14,D,0.7865612648,3,0.086583396981991,3,3,2.34166666666667,0.533333333333333,0.591666666666667
232,232,6,PC36E,g2/m,PC3,14,E,0.7509881423,3,0.074208403527431,3,3,3.05833333333333,1.15833333333333,0.583333333333333
233,233,6,PC36F,g2/m,PC3,14,F,0.8023715415,3,0.057658002672672,3,3,3.49166666666667,0.833333333333333,2.325
234,234,6,PC36G,g2/m,PC3,14,G,0.4308300395,3,-0.139143298368042,3,3,3.125,0.808333333333333,1.925
235,235,6,PC3AA,g0/g1,PC3,15,A,0.7509881423,1,0.092273795697432,1,1,2.925,1.73333333333333,1.175
236,236,6,PC3AB,g0/g1,PC3,15,B,0.7351778656,1,0.073352646438105,1,1,2.01666666666667,1.925,1.73333333333333
237,237,6,PC3AC,g0/g1,PC3,15,C,0.7470355731,1,0.078208410569532,1,1,2.03333333333333,0.8,0.5
238,238,6,PC3AD,g0/g1,PC3,15,D,0.6916996047,1,0.051648820291124,1,1,0.883333333333333,2.325,2.80833333333333
239,239,6,PC3AE,g0/g1,PC3,15,E,0.5652173913,1,0.000671383860278,1,1,2.95833333333333,2.61666666666667,2.61666666666667
240,240,6,PC3AF,s,PC3,15,F,0.7549407115,2,0.043113245343822,2,2,3.26666666666667,2.80833333333333,0.633333333333333
241,241,6,PC3AG,s,PC3,15,G,0.7628458498,2,0.046134621781059,2,2,1.08333333333333,0.583333333333333,2.95
242,242,6,PC3BA,g0/g1,PC3,16,A,0.5691699605,1,0.029551726649123,1,1,1.41666666666667,1.75,1.43333333333333
243,243,6,PC3BB,g0/g1,PC3,16,B,0.7865612648,1,0.09514490270443,1,1,0.958333333333333,2.95,0.8
244,244,6,PC3BC,g0/g1,PC3,16,C,0.6442687747,1,0.042264924860589,1,1,2.375,1.43333333333333,1.75
245,245,6,PC3BD,g0/g1,PC3,16,D,0.5296442688,1,-0.000964624823218,1,1,2.09166666666667,0.5,2.40833333333333
246,246,6,PC3BE,g0/g1,PC3,16,E,0.5968379447,1,0.046803076151668,1,1,1.28333333333333,0.633333333333333,3.19166666666667
247,247,6,PC3BF,s,PC3,16,F,0.7707509881,2,0.037128555364192,2,2,1.75833333333333,3.30833333333333,3.30833333333333
248,248,7,PC33C,s,PC3,11,C,0.9288537549,2,0.086028488041862,2,2,1.825,3.19166666666667,1.70833333333333
249,249,7,PC33D,s,PC3,11,D,0.7272727273,2,0.020204426942064,2,2,0.891666666666667,1.96666666666667,1.96666666666667
250,250,7,PC33E,s,PC3,11,E,0.7588932806,2,0.066918787599402,2,2,2.13333333333333,1.29166666666667,1.56666666666667
251,251,7,PC33F,s,PC3,11,F,0.9565217391,2,0.08847001701246,2,2,2.65,1.70833333333333,3.16666666666667
252,252,7,PC33G,s,PC3,11,G,0.7470355731,2,0.033846385033283,2,2,2.4,2.40833333333333,2.14166666666667
253,253,7,PC34A,s,PC3,12,A,0.8656126482,2,0.076821205191133,2,2,1.20833333333333,1.175,1.85
254,254,7,PC34B,s,PC3,12,B,0.9683794466,2,0.099838920749503,2,2,2.64166666666667,3.16666666666667,1.9
255,255,7,PC34C,s,PC3,12,C,0.766798419,2,0.067985887445863,2,2,1.03333333333333,1.85,2.45
256,256,7,PC34D,s,PC3,12,D,0.9446640316,2,0.088817494308642,2,2,3.05,2.14166666666667,3.46666666666667
257,257,7,PC34E,s,PC3,12,E,0.7588932806,2,0.062232617131842,2,2,0.641666666666667,1.9,2.51666666666667
258,258,7,PC34G,s,PC3,12,G,0.6798418972,2,0.000968850046471,2,2,1.25833333333333,1.56666666666667,1.88333333333333
259,259,7,PC35A,g2/m,PC3,13,A,0.6837944664,3,0.012402623204286,3,3,1.975,2.45,1.6
260,260,7,PC35B,g2/m,PC3,13,B,0.7351778656,3,0.071106656565833,3,3,0.608333333333333,3.46666666666667,0.7
261,261,7,PC35C,g2/m,PC3,13,C,0.766798419,3,0.075911149495909,3,3,1.575,2.51666666666667,2.78333333333333
262,262,7,PC35D,g2/m,PC3,13,D,0.7786561265,3,0.085792021220943,3,3,1.50833333333333,1.88333333333333,2.21666666666667
263,263,7,PC35E,g2/m,PC3,13,E,0.7351778656,3,0.064440686595396,3,3,1.25,0.7,0.908333333333333
264,264,7,PC35F,g2/m,PC3,13,F,0.8656126482,3,0.074246149832994,3,3,1.78333333333333,1.6,1.53333333333333
265,265,7,PC35G,g2/m,PC3,13,G,0.7588932806,3,0.07199932357497,3,3,2.68333333333333,2.78333333333333,3.40833333333333
266,266,7,PC36A,g2/m,PC3,14,A,0.9604743083,3,0.121562672794527,3,3,2.04166666666667,0.908333333333333,0.683333333333333
267,267,7,PC36B,g2/m,PC3,14,B,0.6719367589,3,0.023207816915858,3,3,1,0.683333333333333,2.46666666666667
268,268,7,PC36C,g2/m,PC3,14,C,0.7984189723,3,0.108535332489114,3,3,1.09166666666667,2.46666666666667,2.76666666666667
269,269,7,PC36D,g2/m,PC3,14,D,0.7944664032,3,0.095572108931436,3,3,2.35833333333333,3.40833333333333,1.89166666666667
270,270,7,PC36E,g2/m,PC3,14,E,0.8814229249,3,0.073413604348113,3,3,3.36666666666667,1.89166666666667,3.1
271,271,7,PC36F,g2/m,PC3,14,F,0.5415019763,3,-0.050734995756845,3,3,3.275,2.76666666666667,1.61666666666667
272,272,7,PC36G,g2/m,PC3,14,G,0.6837944664,3,-0.000829971960381,3,3,2.30833333333333,1.53333333333333,1.325
273,273,7,PC3AA,g0/g1,PC3,15,A,0.7588932806,1,0.088755348558286,1,1,1.24166666666667,3.1,1.60833333333333
274,274,7,PC3AB,g0/g1,PC3,15,B,0.5533596838,1,-0.08548618054911,1,1,3.2,1.61666666666667,3.44166666666667
275,275,7,PC3AC,g0/g1,PC3,15,C,0.7193675889,1,0.073484538231783,1,1,2.43333333333333,2.21666666666667,2.98333333333333
276,276,7,PC3AD,g0/g1,PC3,15,D,0.7233201581,1,0.067794952293074,1,1,2.675,1.325,2.15
277,277,7,PC3AE,g0/g1,PC3,15,E,0.6007905138,1,0.025804469052751,1,1,2.125,1.60833333333333,2.79166666666667
278,278,7,PC3AF,s,PC3,15,F,0.7588932806,2,0.053430242414427,2,2,2.36666666666667,3.44166666666667,3.00833333333333
279,279,7,PC3AG,g2/m,PC3,15,G,0.7312252964,3,0.052560383783221,3,3,2.70833333333333,2.98333333333333,2.19166666666667
280,280,7,PC3AH,g2/m,PC3,15,H,0.766798419,3,0.064671380572516,3,3,2.05833333333333,0.866666666666667,1.36666666666667
281,281,7,PC3BA,g0/g1,PC3,16,A,0.604743083,1,0.03912166055027,1,1,2.44166666666667,2.15,0.866666666666667
282,282,7,PC3BB,g0/g1,PC3,16,B,0.557312253,1,0.022210717893553,1,1,3.5,2.79166666666667,2.15833333333333
283,283,7,PC3BC,g0/g1,PC3,16,C,0.652173913,1,0.062065320981455,1,1,3.45,3.00833333333333,2.86666666666667
284,284,7,PC3BD,g0/g1,PC3,16,D,0.6798418972,1,0.084292396508312,1,1,3.15833333333333,2.19166666666667,1.10833333333333
285,285,7,PC3BE,g0/g1,PC3,16,E,0.6679841897,1,0.063728195998254,1,1,1.7,1.36666666666667,2.83333333333333
286,286,8,PC33A,s,PC3,11,A,0.9407114625,2,0.104008752467106,2,2,2.725,2.15833333333333,2.775
287,287,8,PC33B,s,PC3,11,B,0.9249011858,2,0.076664103023941,2,2,2.69166666666667,2.86666666666667,3.41666666666667
288,288,8,PC33C,s,PC3,11,C,0.9011857708,2,0.053347545177715,2,2,0.966666666666667,2.775,1.375
289,289,8,PC33D,s,PC3,11,D,0.790513834,2,0.009563792688217,2,2,1.14166666666667,1.10833333333333,2.475
290,290,8,PC33E,s,PC3,11,E,0.766798419,2,0.061927910405113,2,2,1.58333333333333,2.475,2.85833333333333
291,291,8,PC33F,s,PC3,11,F,0.7549407115,2,0.007613785701991,2,2,3.325,2.83333333333333,1.35
292,292,8,PC33G,s,PC3,11,G,0.95256917,2,0.107249668890346,2,2,1.91666666666667,3.41666666666667,1.01666666666667
293,293,8,PC34A,s,PC3,12,A,0.9644268775,2,0.112924411527113,2,2,0.975,1.875,0.725
294,294,8,PC34B,s,PC3,12,B,0.9683794466,2,0.108427078593983,2,2,2.99166666666667,1.35,2.85
295,295,8,PC34C,s,PC3,12,C,0.6916996047,2,0.032701803834777,2,2,3.10833333333333,1.375,3.425
296,296,8,PC34E,s,PC3,12,E,0.9130434783,2,0.058289412210923,2,2,2.35,0.725,0.783333333333333
297,297,8,PC34F,s,PC3,12,F,0.9407114625,2,0.084890873344233,2,2,1.80833333333333,2.85833333333333,1.05833333333333
298,298,8,PC34G,s,PC3,12,G,0.9169960474,2,0.075226360049195,2,2,3.03333333333333,1.625,1.06666666666667
299,299,8,PC35A,g2/m,PC3,13,A,0.4505928854,3,-0.128443240328094,3,3,2.41666666666667,1.01666666666667,3.475
300,300,8,PC35B,g2/m,PC3,13,B,0.8656126482,3,0.111274327411582,3,3,2.55,1.05833333333333,1.875
301,301,8,PC35C,g2/m,PC3,13,C,0.8814229249,3,0.082020547904249,3,3,2.11666666666667,1.99166666666667,1.625
302,302,8,PC35D,g2/m,PC3,13,D,0.6442687747,3,-0.004030309800637,3,3,2.7,3.425,2.81666666666667
303,303,8,PC35E,g2/m,PC3,13,E,0.9090909091,3,0.094804663926569,3,3,0.666666666666667,0.783333333333333,0.766666666666667
304,304,8,PC35F,g2/m,PC3,13,F,0.9169960474,3,0.100013499259302,3,3,0.675,2.85,1.34166666666667
305,305,8,PC36A,g2/m,PC3,14,A,0.7786561265,3,0.091327959711326,3,3,3.175,2.81666666666667,2.53333333333333
306,306,8,PC36B,g2/m,PC3,14,B,0.7588932806,3,0.02436783800057,3,3,3.34166666666667,1.81666666666667,0.691666666666667
307,307,8,PC36C,g2/m,PC3,14,C,0.9249011858,3,0.111465140277984,3,3,3.025,1.65,0.791666666666667
308,308,8,PC36E,g2/m,PC3,14,E,0.6719367589,3,0.025488595422332,3,3,3.45833333333333,3.475,3.11666666666667
309,309,8,PC36F,g2/m,PC3,14,F,0.5217391304,3,-0.069443240116708,3,3,3.01666666666667,0.741666666666667,0.75
310,310,8,PC36G,g2/m,PC3,14,G,0.7747035573,3,0.081829503675531,3,3,1.54166666666667,1.90833333333333,3.43333333333333
311,311,8,PC3AA,g0/g1,PC3,15,A,0.628458498,1,-0.014441308040668,1,1,2.75833333333333,1.06666666666667,0.741666666666667
312,312,8,PC3AB,g0/g1,PC3,15,B,0.7786561265,1,0.074490718602881,1,1,1.525,0.766666666666667,1.11666666666667
313,313,8,PC3AC,g0/g1,PC3,15,C,0.7391304348,1,0.086275275219037,1,1,0.941666666666667,1.34166666666667,1.99166666666667
314,314,8,PC3AD,g0/g1,PC3,15,D,0.6126482213,1,0.011446811535421,1,1,3.33333333333333,3.15,3.06666666666667
315,315,8,PC3AE,g0/g1,PC3,15,E,0.6837944664,1,0.063641305763268,1,1,1.79166666666667,2.53333333333333,1.05
316,316,8,PC3AF,s,PC3,15,F,0.7588932806,2,0.053262301551712,2,2,1.2,3.06666666666667,3.15
317,317,8,PC3AH,g2/m,PC3,15,H,0.9249011858,3,0.0873165454352,3,3,2.18333333333333,3.11666666666667,1.33333333333333
318,318,8,PC3BA,g0/g1,PC3,16,A,0.5098814229,1,-0.105296174406262,1,1,0.658333333333333,0.691666666666667,1.65833333333333
319,319,8,PC3BB,g0/g1,PC3,16,B,0.6679841897,1,0.017981481958557,1,1,3.23333333333333,1.11666666666667,1.075
320,320,8,PC3BC,g0/g1,PC3,16,C,0.6482213439,1,-0.016280936670522,1,1,2.74166666666667,0.791666666666667,1.38333333333333
321,321,8,PC3BE,g0/g1,PC3,16,E,0.7391304348,1,0.070759593697405,1,1,0.916666666666667,0.75,2.525
322,322,8,PC3BG,g2/m,PC3,16,G,0.8735177866,3,0.066685039236046,3,3,2.05,2.9,2.48333333333333
323,323,8,PC3BH,g2/m,PC3,16,H,0.8023715415,3,0.073794571931144,3,3,1.55833333333333,3.43333333333333,2.84166666666667
324,324,9,PC33A,s,PC3,11,A,0.7984189723,2,0.076397339204475,2,2,2.71666666666667,1.05,1.90833333333333
325,325,9,PC33C,s,PC3,11,C,0.95256917,2,0.0999277019185,2,2,1.55,1.33333333333333,2.8
326,326,9,PC33D,s,PC3,11,D,0.7233201581,2,0.030294387549032,2,2,1.04166666666667,1.075,1.025
327,327,9,PC33E,s,PC3,11,E,0.7628458498,2,0.064249094534581,2,2,2.825,1.65833333333333,1.65
328,328,9,PC33F,s,PC3,11,F,0.743083004,2,0.033014018222542,2,2,2.08333333333333,1.775,2.9
329,329,9,PC33G,s,PC3,11,G,0.7549407115,2,0.024123180526092,2,2,0.758333333333333,1.38333333333333,0.775
330,330,9,PC34A,s,PC3,12,A,0.9683794466,2,0.111179363681766,2,2,1.21666666666667,2.525,2.50833333333333
331,331,9,PC34B,s,PC3,12,B,0.9723320158,2,0.123741523520644,2,2,2.425,2.48333333333333,1.45
332,332,9,PC34C,s,PC3,12,C,0.9723320158,2,0.101509984865548,2,2,0.933333333333333,2.84166666666667,0.708333333333333
333,333,9,PC34D,s,PC3,12,D,0.9090909091,2,0.064626102237205,2,2,2.10833333333333,1.025,1.775
334,334,9,PC34E,s,PC3,12,E,0.9407114625,2,0.046096284127374,2,2,2.45833333333333,2.50833333333333,1.125
335,335,9,PC34F,s,PC3,12,F,0.8853754941,2,0.072629659994117,2,2,0.983333333333333,2.8,1.81666666666667
336,336,9,PC34G,s,PC3,12,G,0.7984189723,2,0.069085460525093,2,2,3.4,0.775,2.1
337,337,9,PC35A,g2/m,PC3,13,A,0.2371541502,3,-0.214013430890545,3,3,2.73333333333333,1.45,3.48333333333333
338,338,9,PC35C,g2/m,PC3,13,C,0.7035573123,3,0.053756042434691,3,3,3.39166666666667,0.708333333333333,1.69166666666667
339,339,9,PC35D,g2/m,PC3,13,D,0.8695652174,3,0.071415867828402,3,3,1.225,1.125,2.91666666666667
340,340,9,PC35E,g2/m,PC3,13,E,0.976284585,3,0.135489217153107,3,3,1.26666666666667,0.991666666666667,2.54166666666667
341,341,9,PC35F,g2/m,PC3,13,F,0.766798419,3,0.068453430042201,3,3,2.39166666666667,2.1,1.1
342,342,9,PC35G,g2/m,PC3,13,G,0.3913043478,3,-0.155912537227398,3,3,3.18333333333333,2.91666666666667,3
343,343,9,PC36A,g2/m,PC3,14,A,0.8735177866,3,0.084123058062454,3,3,1.23333333333333,2.54166666666667,1.86666666666667
344,344,9,PC36B,g2/m,PC3,14,B,0.5849802372,3,-0.004800401855781,3,3,2.06666666666667,1.69166666666667,1.275
345,345,9,PC36C,g2/m,PC3,14,C,0.7549407115,3,0.08987314758528,3,3,3.075,3.48333333333333,1.19166666666667
346,346,9,PC36D,g2/m,PC3,14,D,0.4703557312,3,-0.153763676508699,3,3,3.08333333333333,1.5,3.35
347,347,9,PC36E,g2/m,PC3,14,E,0.5889328063,3,-0.019702241303047,3,3,2.75,1.86666666666667,1.5
348,348,9,PC36F,g2/m,PC3,14,F,0.6482213439,3,-0.01472960617741,3,3,1.51666666666667,1.19166666666667,1.30833333333333
349,349,9,PC36G,g2/m,PC3,14,G,0.7233201581,3,0.043341845998667,3,3,1.85833333333333,3,2.6
350,350,9,PC3AA,g0/g1,PC3,15,A,0.7588932806,1,0.081265130204937,1,1,1.83333333333333,1.275,1.00833333333333
351,351,9,PC3AB,g0/g1,PC3,15,B,0.6640316206,1,0.025293078695622,1,1,0.625,1.1,2.26666666666667
352,352,9,PC3AC,g0/g1,PC3,15,C,0.628458498,1,0.010923188093647,1,1,3.375,3.35,3.31666666666667
353,353,9,PC3AD,g0/g1,PC3,15,D,0.5612648221,1,0.011494206732481,1,1,0.925,2.26666666666667,0.991666666666667
354,354,9,PC3AE,g0/g1,PC3,15,E,0.7193675889,1,0.074131559739124,1,1,2.65833333333333,1.30833333333333,2.2
355,355,9,PC3AF,s,PC3,15,F,0.7351778656,2,0.049207192358171,2,2,1.3,2.6,1.13333333333333
356,356,9,PC3AG,g2/m,PC3,15,G,0.7509881423,3,0.056909355374038,3,3,3.13333333333333,1.00833333333333,2.20833333333333
357,357,9,PC3BC,g0/g1,PC3,16,C,0.7233201581,1,0.047476061211282,1,1,3.38333333333333,3.31666666666667,3.04166666666667
358,358,9,PC3BD,g0/g1,PC3,16,D,0.6245059289,1,0.040102346800741,1,1,0.716666666666667,1.13333333333333,3.09166666666667
359,359,9,PC3BE,g0/g1,PC3,16,E,0.6166007905,1,0.071414870889354,1,1,2.16666666666667,2.2,3.14166666666667
360,360,9,PC3BF,s,PC3,16,F,0.6719367589,2,-0.033349084588777,2,2,3.14166666666667,3.04166666666667,0.95
361,361,9,PC3BH,g2/m,PC3,16,H,0.5652173913,3,-0.084160301955093,3,3,0.95,2.20833333333333,1.66666666666667
